fecha,hora,ts,recibidos,tmo_seg,is_peak
2022-09-23,08:00:00,2022-09-23 08:00:00,89.0,361.0,0
2022-09-23,09:00:00,2022-09-23 09:00:00,142.0,350.0,0
2022-09-23,10:00:00,2022-09-23 10:00:00,239.0,304.0,0
2022-09-23,11:00:00,2022-09-23 11:00:00,214.0,371.0,0
2022-09-23,12:00:00,2022-09-23 12:00:00,217.0,323.0,0
2022-09-23,13:00:00,2022-09-23 13:00:00,190.0,381.0,0
2022-09-23,14:00:00,2022-09-23 14:00:00,192.0,354.0,0
2022-09-23,15:00:00,2022-09-23 15:00:00,172.0,374.0,0
2022-09-23,16:00:00,2022-09-23 16:00:00,192.0,342.0,0
2022-09-23,17:00:00,2022-09-23 17:00:00,144.0,378.0,0
2022-09-23,18:00:00,2022-09-23 18:00:00,126.0,420.0,0
2022-09-23,19:00:00,2022-09-23 19:00:00,82.0,401.0,0
2022-09-23,20:00:00,2022-09-23 20:00:00,95.0,310.0,0
2022-09-23,21:00:00,2022-09-23 21:00:00,55.0,399.0,0
2022-09-23,22:00:00,2022-09-23 22:00:00,25.0,473.0,0
2022-09-23,23:00:00,2022-09-23 23:00:00,23.0,314.0,0
2022-09-24,00:00:00,2022-09-24 00:00:00,7.0,642.0,0
2022-09-24,01:00:00,2022-09-24 01:00:00,6.0,402.0,0
2022-09-24,02:00:00,2022-09-24 02:00:00,1.0,,0
2022-09-24,03:00:00,2022-09-24 03:00:00,3.0,354.0,0
2022-09-24,04:00:00,2022-09-24 04:00:00,1.0,280.0,0
2022-09-24,05:00:00,2022-09-24 05:00:00,5.5,289.0,1
2022-09-24,06:00:00,2022-09-24 06:00:00,3.0,231.0,0
2022-09-24,07:00:00,2022-09-24 07:00:00,17.0,286.0,0
2022-09-24,08:00:00,2022-09-24 08:00:00,67.0,326.0,0
2022-09-24,09:00:00,2022-09-24 09:00:00,119.0,331.0,0
2022-09-24,10:00:00,2022-09-24 10:00:00,92.0,336.0,0
2022-09-24,11:00:00,2022-09-24 11:00:00,105.0,327.0,0
2022-09-24,12:00:00,2022-09-24 12:00:00,93.0,331.0,0
2022-09-24,13:00:00,2022-09-24 13:00:00,99.0,277.0,0
2022-09-24,14:00:00,2022-09-24 14:00:00,107.0,307.0,0
2022-09-24,15:00:00,2022-09-24 15:00:00,64.0,412.0,0
2022-09-24,16:00:00,2022-09-24 16:00:00,68.0,309.0,0
2022-09-24,17:00:00,2022-09-24 17:00:00,76.0,367.0,0
2022-09-24,18:00:00,2022-09-24 18:00:00,77.0,251.0,0
2022-09-24,19:00:00,2022-09-24 19:00:00,58.0,248.0,0
2022-09-24,20:00:00,2022-09-24 20:00:00,144.0,248.0,0
2022-09-24,21:00:00,2022-09-24 21:00:00,57.0,247.0,0
2022-09-24,22:00:00,2022-09-24 22:00:00,29.0,352.0,0
2022-09-24,23:00:00,2022-09-24 23:00:00,16.0,365.0,0
2022-09-25,00:00:00,2022-09-25 00:00:00,8.0,461.0,0
2022-09-25,01:00:00,2022-09-25 01:00:00,8.0,309.0,0
2022-09-25,02:00:00,2022-09-25 02:00:00,4.0,272.0,0
2022-09-25,04:00:00,2022-09-25 04:00:00,2.0,204.0,0
2022-09-25,05:00:00,2022-09-25 05:00:00,2.0,220.0,0
2022-09-25,07:00:00,2022-09-25 07:00:00,2.0,311.0,0
2022-09-25,08:00:00,2022-09-25 08:00:00,25.0,272.0,0
2022-09-25,09:00:00,2022-09-25 09:00:00,34.0,333.0,0
2022-09-25,10:00:00,2022-09-25 10:00:00,43.0,271.0,0
2022-09-25,11:00:00,2022-09-25 11:00:00,70.0,249.0,0
2022-09-25,12:00:00,2022-09-25 12:00:00,109.0,282.0,0
2022-09-25,13:00:00,2022-09-25 13:00:00,46.0,293.0,0
2022-09-25,14:00:00,2022-09-25 14:00:00,49.0,306.0,0
2022-09-25,15:00:00,2022-09-25 15:00:00,45.0,346.0,0
2022-09-25,16:00:00,2022-09-25 16:00:00,46.0,237.0,0
2022-09-25,17:00:00,2022-09-25 17:00:00,55.0,244.0,0
2022-09-25,18:00:00,2022-09-25 18:00:00,40.0,341.0,0
2022-09-25,19:00:00,2022-09-25 19:00:00,56.0,276.0,0
2022-09-25,20:00:00,2022-09-25 20:00:00,85.0,290.0,0
2022-09-25,21:00:00,2022-09-25 21:00:00,88.0,249.0,0
2022-09-25,22:00:00,2022-09-25 22:00:00,54.0,358.0,0
2022-09-25,23:00:00,2022-09-25 23:00:00,18.0,387.0,0
2022-09-26,00:00:00,2022-09-26 00:00:00,4.0,269.0,0
2022-09-26,01:00:00,2022-09-26 01:00:00,3.0,334.0,0
2022-09-26,02:00:00,2022-09-26 02:00:00,1.0,285.0,0
2022-09-26,03:00:00,2022-09-26 03:00:00,1.0,,0
2022-09-26,04:00:00,2022-09-26 04:00:00,5.5,385.0,1
2022-09-26,05:00:00,2022-09-26 05:00:00,4.0,412.0,0
2022-09-26,06:00:00,2022-09-26 06:00:00,4.0,313.0,0
2022-09-26,07:00:00,2022-09-26 07:00:00,21.0,242.0,0
2022-09-26,08:00:00,2022-09-26 08:00:00,98.0,333.0,0
2022-09-26,09:00:00,2022-09-26 09:00:00,177.0,335.0,0
2022-09-26,10:00:00,2022-09-26 10:00:00,185.0,347.0,0
2022-09-26,11:00:00,2022-09-26 11:00:00,203.0,323.0,0
2022-09-26,12:00:00,2022-09-26 12:00:00,209.0,358.0,0
2022-09-26,13:00:00,2022-09-26 13:00:00,162.0,352.0,0
2022-09-26,14:00:00,2022-09-26 14:00:00,171.0,372.0,0
2022-09-26,15:00:00,2022-09-26 15:00:00,190.0,357.0,0
2022-09-26,16:00:00,2022-09-26 16:00:00,173.0,362.0,0
2022-09-26,17:00:00,2022-09-26 17:00:00,186.0,346.0,0
2022-09-26,18:00:00,2022-09-26 18:00:00,124.0,402.0,0
2022-09-26,19:00:00,2022-09-26 19:00:00,93.0,318.0,0
2022-09-26,20:00:00,2022-09-26 20:00:00,95.0,302.0,0
2022-09-26,21:00:00,2022-09-26 21:00:00,73.0,354.0,0
2022-09-26,22:00:00,2022-09-26 22:00:00,36.0,214.0,0
2022-09-26,23:00:00,2022-09-26 23:00:00,28.0,413.0,0
2022-09-27,00:00:00,2022-09-27 00:00:00,11.0,372.0,0
2022-09-27,01:00:00,2022-09-27 01:00:00,7.0,263.0,0
2022-09-27,02:00:00,2022-09-27 02:00:00,2.0,269.0,0
2022-09-27,04:00:00,2022-09-27 04:00:00,1.0,309.0,0
2022-09-27,06:00:00,2022-09-27 06:00:00,7.0,231.0,0
2022-09-27,07:00:00,2022-09-27 07:00:00,19.0,254.0,0
2022-09-27,08:00:00,2022-09-27 08:00:00,72.0,310.0,0
2022-09-27,09:00:00,2022-09-27 09:00:00,150.0,427.0,0
2022-09-27,10:00:00,2022-09-27 10:00:00,186.0,338.0,0
2022-09-27,11:00:00,2022-09-27 11:00:00,199.0,376.0,0
2022-09-27,12:00:00,2022-09-27 12:00:00,193.0,366.0,0
2022-09-27,13:00:00,2022-09-27 13:00:00,191.0,307.0,0
2022-09-27,14:00:00,2022-09-27 14:00:00,152.0,378.0,0
2022-09-27,15:00:00,2022-09-27 15:00:00,175.0,375.0,0
2022-09-27,16:00:00,2022-09-27 16:00:00,170.0,340.0,0
2022-09-27,17:00:00,2022-09-27 17:00:00,173.0,364.0,0
2022-09-27,18:00:00,2022-09-27 18:00:00,174.0,359.0,0
2022-09-27,19:00:00,2022-09-27 19:00:00,134.0,317.0,0
2022-09-27,20:00:00,2022-09-27 20:00:00,186.0,331.0,0
2022-09-27,21:00:00,2022-09-27 21:00:00,86.0,275.0,0
2022-09-27,22:00:00,2022-09-27 22:00:00,56.0,266.0,0
2022-09-27,23:00:00,2022-09-27 23:00:00,17.0,479.0,0
2022-09-28,00:00:00,2022-09-28 00:00:00,8.0,331.0,0
2022-09-28,01:00:00,2022-09-28 01:00:00,2.0,246.0,0
2022-09-28,02:00:00,2022-09-28 02:00:00,1.0,461.0,0
2022-09-28,03:00:00,2022-09-28 03:00:00,1.0,413.0,0
2022-09-28,04:00:00,2022-09-28 04:00:00,1.0,265.0,0
2022-09-28,05:00:00,2022-09-28 05:00:00,1.0,516.0,0
2022-09-28,06:00:00,2022-09-28 06:00:00,3.0,278.0,0
2022-09-28,07:00:00,2022-09-28 07:00:00,21.0,274.0,0
2022-09-28,08:00:00,2022-09-28 08:00:00,74.0,328.0,0
2022-09-28,09:00:00,2022-09-28 09:00:00,175.0,332.0,0
2022-09-28,10:00:00,2022-09-28 10:00:00,226.0,333.0,0
2022-09-28,11:00:00,2022-09-28 11:00:00,231.0,359.0,0
2022-09-28,12:00:00,2022-09-28 12:00:00,213.0,348.0,0
2022-09-28,13:00:00,2022-09-28 13:00:00,163.0,388.0,0
2022-09-28,14:00:00,2022-09-28 14:00:00,177.0,370.0,0
2022-09-28,15:00:00,2022-09-28 15:00:00,194.0,355.0,0
2022-09-28,16:00:00,2022-09-28 16:00:00,147.0,383.0,0
2022-09-28,17:00:00,2022-09-28 17:00:00,120.0,384.0,0
2022-09-28,18:00:00,2022-09-28 18:00:00,105.0,347.0,0
2022-09-28,19:00:00,2022-09-28 19:00:00,90.0,336.0,0
2022-09-28,20:00:00,2022-09-28 20:00:00,149.0,315.0,0
2022-09-28,21:00:00,2022-09-28 21:00:00,110.0,283.0,0
2022-09-28,22:00:00,2022-09-28 22:00:00,66.0,302.0,0
2022-09-28,23:00:00,2022-09-28 23:00:00,19.0,326.0,0
2022-09-29,00:00:00,2022-09-29 00:00:00,8.0,320.0,0
2022-09-29,01:00:00,2022-09-29 01:00:00,4.0,237.0,0
2022-09-29,03:00:00,2022-09-29 03:00:00,2.0,118.0,0
2022-09-29,05:00:00,2022-09-29 05:00:00,4.0,246.0,0
2022-09-29,07:00:00,2022-09-29 07:00:00,24.0,240.0,0
2022-09-29,08:00:00,2022-09-29 08:00:00,69.0,314.0,0
2022-09-29,09:00:00,2022-09-29 09:00:00,165.0,311.0,0
2022-09-29,10:00:00,2022-09-29 10:00:00,193.0,366.0,0
2022-09-29,11:00:00,2022-09-29 11:00:00,192.0,333.0,0
2022-09-29,12:00:00,2022-09-29 12:00:00,181.0,350.0,0
2022-09-29,13:00:00,2022-09-29 13:00:00,169.0,354.0,0
2022-09-29,14:00:00,2022-09-29 14:00:00,153.0,312.0,0
2022-09-29,15:00:00,2022-09-29 15:00:00,157.0,381.0,0
2022-09-29,16:00:00,2022-09-29 16:00:00,122.0,357.0,0
2022-09-29,17:00:00,2022-09-29 17:00:00,131.0,370.0,0
2022-09-29,18:00:00,2022-09-29 18:00:00,115.0,403.0,0
2022-09-29,19:00:00,2022-09-29 19:00:00,90.0,373.0,0
2022-09-29,20:00:00,2022-09-29 20:00:00,106.0,287.0,0
2022-09-29,21:00:00,2022-09-29 21:00:00,93.0,298.0,0
2022-09-29,22:00:00,2022-09-29 22:00:00,88.0,279.0,0
2022-09-29,23:00:00,2022-09-29 23:00:00,29.0,352.0,0
2022-09-30,00:00:00,2022-09-30 00:00:00,11.0,334.0,0
2022-09-30,01:00:00,2022-09-30 01:00:00,2.0,348.0,0
2022-09-30,02:00:00,2022-09-30 02:00:00,3.0,401.0,0
2022-09-30,03:00:00,2022-09-30 03:00:00,1.0,,0
2022-09-30,04:00:00,2022-09-30 04:00:00,1.0,405.0,0
2022-09-30,06:00:00,2022-09-30 06:00:00,6.0,272.0,0
2022-09-30,07:00:00,2022-09-30 07:00:00,19.0,290.0,0
2022-09-30,08:00:00,2022-09-30 08:00:00,91.0,327.0,0
2022-09-30,09:00:00,2022-09-30 09:00:00,133.0,352.0,0
2022-09-30,10:00:00,2022-09-30 10:00:00,199.0,333.0,0
2022-09-30,11:00:00,2022-09-30 11:00:00,186.0,347.0,0
2022-09-30,12:00:00,2022-09-30 12:00:00,249.0,338.0,0
2022-09-30,13:00:00,2022-09-30 13:00:00,187.0,357.0,0
2022-09-30,14:00:00,2022-09-30 14:00:00,156.0,320.0,0
2022-09-30,15:00:00,2022-09-30 15:00:00,137.0,361.0,0
2022-09-30,16:00:00,2022-09-30 16:00:00,146.0,353.0,0
2022-09-30,17:00:00,2022-09-30 17:00:00,160.0,337.0,0
2022-09-30,18:00:00,2022-09-30 18:00:00,96.0,354.0,0
2022-09-30,19:00:00,2022-09-30 19:00:00,65.0,355.0,0
2022-09-30,20:00:00,2022-09-30 20:00:00,76.0,340.0,0
2022-09-30,21:00:00,2022-09-30 21:00:00,66.0,204.0,0
2022-09-30,22:00:00,2022-09-30 22:00:00,45.0,138.0,0
2022-09-30,23:00:00,2022-09-30 23:00:00,38.0,166.0,0
2022-10-01,00:00:00,2022-10-01 00:00:00,35.0,239.0,1
2022-10-01,01:00:00,2022-10-01 01:00:00,6.0,214.0,0
2022-10-01,02:00:00,2022-10-01 02:00:00,3.0,283.0,0
2022-10-01,04:00:00,2022-10-01 04:00:00,1.0,440.0,0
2022-10-01,05:00:00,2022-10-01 05:00:00,3.0,212.0,0
2022-10-01,06:00:00,2022-10-01 06:00:00,8.0,227.0,0
2022-10-01,07:00:00,2022-10-01 07:00:00,17.0,349.0,0
2022-10-01,08:00:00,2022-10-01 08:00:00,43.0,273.0,0
2022-10-01,09:00:00,2022-10-01 09:00:00,71.0,305.0,0
2022-10-01,10:00:00,2022-10-01 10:00:00,109.0,279.0,0
2022-10-01,11:00:00,2022-10-01 11:00:00,132.0,359.0,0
2022-10-01,12:00:00,2022-10-01 12:00:00,95.0,277.0,0
2022-10-01,13:00:00,2022-10-01 13:00:00,96.0,327.0,0
2022-10-01,14:00:00,2022-10-01 14:00:00,103.0,291.0,0
2022-10-01,15:00:00,2022-10-01 15:00:00,74.0,350.0,0
2022-10-01,16:00:00,2022-10-01 16:00:00,62.0,379.0,0
2022-10-01,17:00:00,2022-10-01 17:00:00,73.0,313.0,0
2022-10-01,18:00:00,2022-10-01 18:00:00,62.0,287.0,0
2022-10-01,19:00:00,2022-10-01 19:00:00,75.0,271.0,0
2022-10-01,20:00:00,2022-10-01 20:00:00,124.0,293.0,0
2022-10-01,21:00:00,2022-10-01 21:00:00,77.0,254.0,0
2022-10-01,22:00:00,2022-10-01 22:00:00,33.0,244.0,0
2022-10-01,23:00:00,2022-10-01 23:00:00,21.0,244.0,0
2022-10-02,00:00:00,2022-10-02 00:00:00,18.0,261.0,0
2022-10-02,01:00:00,2022-10-02 01:00:00,4.0,251.0,0
2022-10-02,02:00:00,2022-10-02 02:00:00,2.0,245.0,0
2022-10-02,05:00:00,2022-10-02 05:00:00,1.0,320.0,0
2022-10-02,06:00:00,2022-10-02 06:00:00,1.0,191.0,0
2022-10-02,07:00:00,2022-10-02 07:00:00,7.0,307.0,0
2022-10-02,08:00:00,2022-10-02 08:00:00,14.0,251.0,0
2022-10-02,09:00:00,2022-10-02 09:00:00,40.0,244.0,0
2022-10-02,10:00:00,2022-10-02 10:00:00,45.0,242.0,0
2022-10-02,11:00:00,2022-10-02 11:00:00,54.0,260.0,0
2022-10-02,12:00:00,2022-10-02 12:00:00,69.0,254.0,0
2022-10-02,13:00:00,2022-10-02 13:00:00,44.0,270.0,0
2022-10-02,14:00:00,2022-10-02 14:00:00,47.0,305.0,0
2022-10-02,15:00:00,2022-10-02 15:00:00,53.0,340.0,0
2022-10-02,16:00:00,2022-10-02 16:00:00,50.0,316.0,0
2022-10-02,17:00:00,2022-10-02 17:00:00,45.0,231.0,0
2022-10-02,18:00:00,2022-10-02 18:00:00,53.0,289.0,0
2022-10-02,19:00:00,2022-10-02 19:00:00,107.0,263.0,0
2022-10-02,20:00:00,2022-10-02 20:00:00,125.0,306.0,0
2022-10-02,21:00:00,2022-10-02 21:00:00,100.0,298.0,0
2022-10-02,22:00:00,2022-10-02 22:00:00,51.0,343.0,0
2022-10-02,23:00:00,2022-10-02 23:00:00,30.0,240.0,0
2022-10-03,00:00:00,2022-10-03 00:00:00,6.0,351.0,0
2022-10-03,01:00:00,2022-10-03 01:00:00,4.0,301.0,0
2022-10-03,04:00:00,2022-10-03 04:00:00,2.0,348.0,0
2022-10-03,06:00:00,2022-10-03 06:00:00,2.0,256.0,0
2022-10-03,07:00:00,2022-10-03 07:00:00,17.0,281.0,0
2022-10-03,08:00:00,2022-10-03 08:00:00,77.0,341.0,0
2022-10-03,09:00:00,2022-10-03 09:00:00,165.0,376.0,0
2022-10-03,10:00:00,2022-10-03 10:00:00,222.0,325.0,0
2022-10-03,11:00:00,2022-10-03 11:00:00,223.0,346.0,0
2022-10-03,12:00:00,2022-10-03 12:00:00,210.0,337.0,0
2022-10-03,13:00:00,2022-10-03 13:00:00,185.0,373.0,0
2022-10-03,14:00:00,2022-10-03 14:00:00,176.0,362.0,0
2022-10-03,15:00:00,2022-10-03 15:00:00,182.0,342.0,0
2022-10-03,16:00:00,2022-10-03 16:00:00,188.0,324.0,0
2022-10-03,17:00:00,2022-10-03 17:00:00,172.0,363.0,0
2022-10-03,18:00:00,2022-10-03 18:00:00,123.0,304.0,0
2022-10-03,19:00:00,2022-10-03 19:00:00,161.0,326.0,0
2022-10-03,20:00:00,2022-10-03 20:00:00,225.0,234.0,1
2022-10-03,21:00:00,2022-10-03 21:00:00,101.0,324.0,0
2022-10-03,22:00:00,2022-10-03 22:00:00,38.0,335.0,0
2022-10-03,23:00:00,2022-10-03 23:00:00,8.0,187.0,0
2022-10-04,00:00:00,2022-10-04 00:00:00,13.0,318.0,0
2022-10-04,01:00:00,2022-10-04 01:00:00,1.0,279.0,0
2022-10-04,03:00:00,2022-10-04 03:00:00,2.0,339.0,0
2022-10-04,04:00:00,2022-10-04 04:00:00,3.0,150.0,0
2022-10-04,05:00:00,2022-10-04 05:00:00,4.0,280.0,0
2022-10-04,06:00:00,2022-10-04 06:00:00,14.0,234.0,0
2022-10-04,07:00:00,2022-10-04 07:00:00,43.0,224.0,0
2022-10-04,08:00:00,2022-10-04 08:00:00,108.0,328.0,0
2022-10-04,09:00:00,2022-10-04 09:00:00,145.0,339.0,0
2022-10-04,10:00:00,2022-10-04 10:00:00,246.0,332.0,0
2022-10-04,11:00:00,2022-10-04 11:00:00,245.0,327.0,0
2022-10-04,12:00:00,2022-10-04 12:00:00,256.0,372.0,0
2022-10-04,13:00:00,2022-10-04 13:00:00,228.0,328.0,0
2022-10-04,14:00:00,2022-10-04 14:00:00,209.0,335.0,0
2022-10-04,15:00:00,2022-10-04 15:00:00,229.0,338.0,0
2022-10-04,16:00:00,2022-10-04 16:00:00,204.0,311.0,0
2022-10-04,17:00:00,2022-10-04 17:00:00,179.0,321.0,0
2022-10-04,18:00:00,2022-10-04 18:00:00,134.0,312.0,0
2022-10-04,19:00:00,2022-10-04 19:00:00,119.0,305.0,0
2022-10-04,20:00:00,2022-10-04 20:00:00,114.0,333.0,0
2022-10-04,21:00:00,2022-10-04 21:00:00,142.0,256.0,0
2022-10-04,22:00:00,2022-10-04 22:00:00,59.0,331.0,0
2022-10-04,23:00:00,2022-10-04 23:00:00,31.0,364.0,0
2022-10-05,00:00:00,2022-10-05 00:00:00,14.0,287.0,0
2022-10-05,01:00:00,2022-10-05 01:00:00,5.0,345.0,0
2022-10-05,03:00:00,2022-10-05 03:00:00,5.5,886.0,1
2022-10-05,04:00:00,2022-10-05 04:00:00,1.0,570.0,0
2022-10-05,05:00:00,2022-10-05 05:00:00,4.0,115.0,0
2022-10-05,06:00:00,2022-10-05 06:00:00,8.0,267.0,0
2022-10-05,07:00:00,2022-10-05 07:00:00,27.0,191.0,0
2022-10-05,08:00:00,2022-10-05 08:00:00,100.0,283.0,0
2022-10-05,09:00:00,2022-10-05 09:00:00,179.0,363.0,0
2022-10-05,10:00:00,2022-10-05 10:00:00,262.0,316.0,0
2022-10-05,11:00:00,2022-10-05 11:00:00,245.0,335.0,0
2022-10-05,12:00:00,2022-10-05 12:00:00,196.0,339.0,0
2022-10-05,13:00:00,2022-10-05 13:00:00,199.0,366.0,0
2022-10-05,14:00:00,2022-10-05 14:00:00,169.0,334.0,0
2022-10-05,15:00:00,2022-10-05 15:00:00,203.0,323.0,0
2022-10-05,16:00:00,2022-10-05 16:00:00,165.0,364.0,0
2022-10-05,17:00:00,2022-10-05 17:00:00,162.0,348.0,0
2022-10-05,18:00:00,2022-10-05 18:00:00,239.0,320.0,0
2022-10-05,19:00:00,2022-10-05 19:00:00,170.0,289.0,0
2022-10-05,20:00:00,2022-10-05 20:00:00,202.0,313.0,0
2022-10-05,21:00:00,2022-10-05 21:00:00,131.0,328.0,0
2022-10-05,22:00:00,2022-10-05 22:00:00,73.0,337.0,0
2022-10-05,23:00:00,2022-10-05 23:00:00,44.0,293.0,0
2022-10-06,00:00:00,2022-10-06 00:00:00,19.0,284.0,0
2022-10-06,01:00:00,2022-10-06 01:00:00,5.0,348.0,0
2022-10-06,02:00:00,2022-10-06 02:00:00,3.0,334.0,0
2022-10-06,03:00:00,2022-10-06 03:00:00,1.0,974.0,0
2022-10-06,04:00:00,2022-10-06 04:00:00,5.5,209.0,1
2022-10-06,05:00:00,2022-10-06 05:00:00,4.0,247.0,0
2022-10-06,06:00:00,2022-10-06 06:00:00,17.0,205.0,0
2022-10-06,07:00:00,2022-10-06 07:00:00,61.0,290.0,0
2022-10-06,08:00:00,2022-10-06 08:00:00,110.0,327.0,0
2022-10-06,09:00:00,2022-10-06 09:00:00,197.0,363.0,0
2022-10-06,10:00:00,2022-10-06 10:00:00,235.0,335.0,0
2022-10-06,11:00:00,2022-10-06 11:00:00,265.0,339.0,0
2022-10-06,12:00:00,2022-10-06 12:00:00,195.0,406.0,0
2022-10-06,13:00:00,2022-10-06 13:00:00,172.0,384.0,0
2022-10-06,14:00:00,2022-10-06 14:00:00,172.0,353.0,0
2022-10-06,15:00:00,2022-10-06 15:00:00,219.0,349.0,0
2022-10-06,16:00:00,2022-10-06 16:00:00,194.0,342.0,0
2022-10-06,17:00:00,2022-10-06 17:00:00,171.0,389.0,0
2022-10-06,18:00:00,2022-10-06 18:00:00,166.0,321.0,0
2022-10-06,19:00:00,2022-10-06 19:00:00,170.0,320.0,0
2022-10-06,20:00:00,2022-10-06 20:00:00,200.0,248.0,0
2022-10-06,21:00:00,2022-10-06 21:00:00,154.0,252.0,0
2022-10-06,22:00:00,2022-10-06 22:00:00,78.0,295.0,0
2022-10-06,23:00:00,2022-10-06 23:00:00,32.0,290.0,0
2022-10-07,00:00:00,2022-10-07 00:00:00,7.0,516.0,0
2022-10-07,01:00:00,2022-10-07 01:00:00,5.0,392.0,0
2022-10-07,02:00:00,2022-10-07 02:00:00,2.0,402.0,0
2022-10-07,03:00:00,2022-10-07 03:00:00,2.0,696.0,0
2022-10-07,04:00:00,2022-10-07 04:00:00,2.0,126.0,0
2022-10-07,05:00:00,2022-10-07 05:00:00,5.0,225.0,0
2022-10-07,06:00:00,2022-10-07 06:00:00,9.0,241.0,0
2022-10-07,07:00:00,2022-10-07 07:00:00,44.0,247.0,0
2022-10-07,08:00:00,2022-10-07 08:00:00,135.0,327.0,0
2022-10-07,09:00:00,2022-10-07 09:00:00,228.0,326.0,0
2022-10-07,10:00:00,2022-10-07 10:00:00,245.0,349.0,0
2022-10-07,11:00:00,2022-10-07 11:00:00,320.5,279.0,1
2022-10-07,12:00:00,2022-10-07 12:00:00,303.0,318.0,1
2022-10-07,13:00:00,2022-10-07 13:00:00,268.0,304.0,1
2022-10-07,14:00:00,2022-10-07 14:00:00,288.0,305.0,1
2022-10-07,15:00:00,2022-10-07 15:00:00,279.25,314.0,1
2022-10-07,16:00:00,2022-10-07 16:00:00,276.75,334.0,1
2022-10-07,17:00:00,2022-10-07 17:00:00,265.5,296.0,1
2022-10-07,18:00:00,2022-10-07 18:00:00,276.25,310.0,1
2022-10-07,19:00:00,2022-10-07 19:00:00,219.75,294.0,1
2022-10-07,20:00:00,2022-10-07 20:00:00,204.75,294.0,1
2022-10-07,21:00:00,2022-10-07 21:00:00,172.0,294.0,0
2022-10-07,22:00:00,2022-10-07 22:00:00,88.0,319.0,0
2022-10-07,23:00:00,2022-10-07 23:00:00,38.0,301.0,0
2022-10-08,00:00:00,2022-10-08 00:00:00,23.0,254.0,0
2022-10-08,01:00:00,2022-10-08 01:00:00,4.0,230.0,0
2022-10-08,02:00:00,2022-10-08 02:00:00,2.0,315.0,0
2022-10-08,03:00:00,2022-10-08 03:00:00,2.0,242.0,0
2022-10-08,04:00:00,2022-10-08 04:00:00,2.0,258.0,0
2022-10-08,05:00:00,2022-10-08 05:00:00,2.0,158.0,0
2022-10-08,06:00:00,2022-10-08 06:00:00,8.0,292.0,0
2022-10-08,07:00:00,2022-10-08 07:00:00,40.5,279.0,1
2022-10-08,08:00:00,2022-10-08 08:00:00,102.0,267.0,1
2022-10-08,09:00:00,2022-10-08 09:00:00,168.0,271.0,1
2022-10-08,10:00:00,2022-10-08 10:00:00,218.5,293.0,1
2022-10-08,11:00:00,2022-10-08 11:00:00,211.0,330.0,0
2022-10-08,12:00:00,2022-10-08 12:00:00,175.0,270.0,0
2022-10-08,13:00:00,2022-10-08 13:00:00,143.0,338.0,0
2022-10-08,14:00:00,2022-10-08 14:00:00,123.0,262.0,0
2022-10-08,15:00:00,2022-10-08 15:00:00,135.0,278.0,0
2022-10-08,16:00:00,2022-10-08 16:00:00,141.0,285.0,0
2022-10-08,17:00:00,2022-10-08 17:00:00,118.0,235.0,0
2022-10-08,18:00:00,2022-10-08 18:00:00,89.0,265.0,0
2022-10-08,19:00:00,2022-10-08 19:00:00,113.0,276.0,0
2022-10-08,20:00:00,2022-10-08 20:00:00,190.0,274.0,1
2022-10-08,21:00:00,2022-10-08 21:00:00,111.0,287.0,0
2022-10-08,22:00:00,2022-10-08 22:00:00,70.0,285.0,0
2022-10-08,23:00:00,2022-10-08 23:00:00,26.0,261.0,0
2022-10-09,00:00:00,2022-10-09 00:00:00,8.0,296.0,0
2022-10-09,01:00:00,2022-10-09 01:00:00,4.0,321.0,0
2022-10-09,02:00:00,2022-10-09 02:00:00,3.0,409.0,0
2022-10-09,03:00:00,2022-10-09 03:00:00,4.0,291.0,0
2022-10-09,04:00:00,2022-10-09 04:00:00,2.0,444.0,0
2022-10-09,05:00:00,2022-10-09 05:00:00,5.5,147.0,1
2022-10-09,06:00:00,2022-10-09 06:00:00,2.0,140.0,0
2022-10-09,07:00:00,2022-10-09 07:00:00,8.0,219.0,0
2022-10-09,08:00:00,2022-10-09 08:00:00,27.0,296.0,0
2022-10-09,09:00:00,2022-10-09 09:00:00,72.0,249.0,0
2022-10-09,10:00:00,2022-10-09 10:00:00,87.0,313.0,0
2022-10-09,11:00:00,2022-10-09 11:00:00,89.0,296.0,0
2022-10-09,12:00:00,2022-10-09 12:00:00,85.0,352.0,0
2022-10-09,13:00:00,2022-10-09 13:00:00,118.0,305.0,0
2022-10-09,14:00:00,2022-10-09 14:00:00,99.0,280.0,0
2022-10-09,15:00:00,2022-10-09 15:00:00,74.0,279.0,0
2022-10-09,16:00:00,2022-10-09 16:00:00,56.0,348.0,0
2022-10-09,17:00:00,2022-10-09 17:00:00,67.0,261.0,0
2022-10-09,18:00:00,2022-10-09 18:00:00,55.0,313.0,0
2022-10-09,19:00:00,2022-10-09 19:00:00,48.0,274.0,0
2022-10-09,20:00:00,2022-10-09 20:00:00,63.0,305.0,0
2022-10-09,21:00:00,2022-10-09 21:00:00,62.0,272.0,0
2022-10-09,22:00:00,2022-10-09 22:00:00,41.0,272.0,0
2022-10-09,23:00:00,2022-10-09 23:00:00,16.0,235.0,0
2022-10-10,00:00:00,2022-10-10 00:00:00,8.0,287.0,0
2022-10-10,02:00:00,2022-10-10 02:00:00,2.0,313.0,0
2022-10-10,03:00:00,2022-10-10 03:00:00,1.0,182.0,0
2022-10-10,05:00:00,2022-10-10 05:00:00,1.0,165.0,0
